Show_ID,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
s140,Movie,Title 140,David Wilson,"Emma Stone, Tom Holland, Scarlett Johansson, Zendaya",South Korea,5-Jul-2022,2000,PG,86 min,"Documentary, Sci-Fi","A documentary, sci-fi movie available on Netflix."
s141,Movie,Title 141,David Wilson,"Alia Bhatt, Zendaya, Tom Holland",Japan,13-Sep-2023,2003,R,134 min,"Adventure, Drama, Horror","A adventure, drama, horror movie available on Netflix."
s142,Movie,Title 142,Emily Clark,"Aamir Khan, Ryan Reynolds, Millie Bobby Brown",India,28-Dec-2015,2000,TV-14,106 min,Action,A action movie available on Netflix.
s143,TV Show,Title 143,John Smith,"Ryan Reynolds, Chris Evans, Emma Stone, Tom Holland",United States,4-Nov-2015,1999,PG,6 Seasons,"Documentary, Comedy, Thriller","A documentary, comedy, thriller tv show available on Netflix."
s144,Movie,Title 144,Michael Brown,"Tom Holland, Scarlett Johansson, Robert De Niro",Japan,4-Oct-2023,2012,TV-14,125 min,"Romance, Sci-Fi","A romance, sci-fi movie available on Netflix."
s145,Movie,Title 145,Sara Davis,"Emma Stone, Tom Holland",Spain,23-Jul-2019,2021,G,98 min,"Drama, Action, Romance","A drama, action, romance movie available on Netflix."
s146,TV Show,Title 146,David Wilson,"Emma Stone, Alia Bhatt, Ryan Reynolds, Robert De Niro",India,26-Jun-2022,2006,TV-MA,3 Seasons,"Sci-Fi, Romance","A sci-fi, romance tv show available on Netflix."
s147,Movie,Title 147,Ava Johnson,"Tom Holland, Robert De Niro, Emma Stone",United States,7-Feb-2018,1995,R,101 min,Horror,A horror movie available on Netflix.
s148,TV Show,Title 148,James Lewis,"Alia Bhatt, Chris Evans",Canada,2-Jun-2024,2021,TV-PG,1 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s149,Movie,Title 149,Ava Johnson,"Robert De Niro, Chris Evans, Scarlett Johansson, Millie Bobby Brown",United States,7-Jan-2021,2014,G,111 min,Crime,A crime movie available on Netflix.
s150,TV Show,Title 150,David Wilson,"Robert De Niro, Emma Stone, Aamir Khan",India,18-Apr-2019,2018,TV-PG,1 Seasons,"Drama, Crime, Sci-Fi","A drama, crime, sci-fi tv show available on Netflix."
s151,Movie,Title 151,Ava Johnson,"Emma Stone, Chris Evans",Canada,17-Sep-2019,2013,G,139 min,Documentary,A documentary movie available on Netflix.
s152,TV Show,Title 152,Emily Clark,"Robert De Niro, Ryan Reynolds",United Kingdom,2-Mar-2018,2002,TV-PG,1 Seasons,"Thriller, Adventure, Romance","A thriller, adventure, romance tv show available on Netflix."
s153,TV Show,Title 153,Michael Brown,"Millie Bobby Brown, Robert De Niro",Mexico,4-Sep-2019,2005,TV-MA,4 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s154,Movie,Title 154,David Wilson,"Ryan Reynolds, Scarlett Johansson",Spain,26-Jan-2024,2020,R,97 min,"Romance, Drama","A romance, drama movie available on Netflix."
s155,Movie,Title 155,John Smith,"Robert De Niro, Tom Holland, Scarlett Johansson",Spain,28-Apr-2018,1999,PG-13,140 min,"Drama, Adventure","A drama, adventure movie available on Netflix."
s156,Movie,Title 156,Emily Clark,"Alia Bhatt, Zendaya, Chris Evans, Aamir Khan",Spain,19-Jul-2021,2010,TV-MA,171 min,"Romance, Thriller","A romance, thriller movie available on Netflix."
s157,Movie,Title 157,James Lewis,"Millie Bobby Brown, Chris Evans",United States,28-Nov-2024,1990,TV-MA,137 min,"Documentary, Thriller, Comedy","A documentary, thriller, comedy movie available on Netflix."
s158,Movie,Title 158,Ava Johnson,"Robert De Niro, Ryan Reynolds",United Kingdom,2-Mar-2016,1996,TV-14,179 min,"Sci-Fi, Adventure","A sci-fi, adventure movie available on Netflix."
s159,TV Show,Title 159,John Smith,"Aamir Khan, Chris Evans, Zendaya",India,14-Aug-2017,2022,R,7 Seasons,"Thriller, Adventure","A thriller, adventure tv show available on Netflix."
s160,Movie,Title 160,Sara Davis,"Tom Holland, Aamir Khan, Robert De Niro, Zendaya",Canada,12-May-2017,1993,TV-PG,98 min,"Comedy, Horror, Documentary","A comedy, horror, documentary movie available on Netflix."
s161,TV Show,Title 161,John Smith,"Ryan Reynolds, Millie Bobby Brown",France,26-Mar-2020,2007,G,7 Seasons,"Adventure, Horror, Romance","A adventure, horror, romance tv show available on Netflix."
s162,TV Show,Title 162,Emily Clark,"Robert De Niro, Scarlett Johansson, Alia Bhatt",India,20-Jul-2015,2018,TV-PG,7 Seasons,"Documentary, Comedy, Crime","A documentary, comedy, crime tv show available on Netflix."
s163,TV Show,Title 163,Rachel Adams,"Scarlett Johansson, Robert De Niro, Zendaya",Canada,21-Oct-2015,2018,PG,5 Seasons,"Documentary, Adventure, Horror","A documentary, adventure, horror tv show available on Netflix."
s164,TV Show,Title 164,Rachel Adams,"Tom Holland, Alia Bhatt",Canada,10-May-2020,2024,PG,4 Seasons,"Romance, Comedy, Horror","A romance, comedy, horror tv show available on Netflix."
s165,TV Show,Title 165,Sara Davis,"Millie Bobby Brown, Scarlett Johansson, Aamir Khan",France,13-Feb-2024,2009,G,8 Seasons,"Adventure, Crime, Action","A adventure, crime, action tv show available on Netflix."
s166,TV Show,Title 166,John Smith,"Robert De Niro, Scarlett Johansson, Millie Bobby Brown",United Kingdom,7-Jun-2023,1994,PG,8 Seasons,"Action, Horror","A action, horror tv show available on Netflix."
s167,Movie,Title 167,Sara Davis,"Ryan Reynolds, Aamir Khan, Chris Evans, Robert De Niro",South Korea,27-May-2018,1992,TV-MA,160 min,"Thriller, Documentary","A thriller, documentary movie available on Netflix."
s168,Movie,Title 168,Michael Brown,"Robert De Niro, Zendaya, Aamir Khan",Germany,9-Oct-2015,2022,PG-13,160 min,"Horror, Documentary","A horror, documentary movie available on Netflix."
s169,TV Show,Title 169,Rachel Adams,"Robert De Niro, Millie Bobby Brown",United States,10-Sep-2019,1995,G,2 Seasons,Documentary,A documentary tv show available on Netflix.
s170,TV Show,Title 170,John Smith,"Aamir Khan, Ryan Reynolds, Millie Bobby Brown",Spain,10-Jan-2015,2019,G,3 Seasons,Drama,A drama tv show available on Netflix.
s171,TV Show,Title 171,Sara Davis,"Scarlett Johansson, Tom Holland, Zendaya, Robert De Niro",Mexico,24-Nov-2022,2010,TV-MA,3 Seasons,"Documentary, Crime","A documentary, crime tv show available on Netflix."
s172,TV Show,Title 172,Sara Davis,"Tom Holland, Millie Bobby Brown, Ryan Reynolds, Chris Evans",India,28-Jan-2024,2006,R,8 Seasons,Adventure,A adventure tv show available on Netflix.
s173,TV Show,Title 173,Michael Brown,"Alia Bhatt, Millie Bobby Brown, Emma Stone",Germany,13-Nov-2021,1999,PG-13,1 Seasons,"Horror, Drama","A horror, drama tv show available on Netflix."
s174,TV Show,Title 174,John Smith,"Scarlett Johansson, Robert De Niro",Canada,25-Oct-2019,2006,R,6 Seasons,Romance,A romance tv show available on Netflix.
s175,TV Show,Title 175,David Wilson,"Robert De Niro, Alia Bhatt",Spain,4-Feb-2018,2010,PG,5 Seasons,"Romance, Adventure","A romance, adventure tv show available on Netflix."
s176,TV Show,Title 176,Rachel Adams,"Robert De Niro, Ryan Reynolds, Emma Stone",Germany,27-Sep-2020,2002,TV-MA,6 Seasons,"Adventure, Documentary, Action","A adventure, documentary, action tv show available on Netflix."
s177,Movie,Title 177,Sara Davis,"Chris Evans, Ryan Reynolds, Emma Stone",Spain,28-Nov-2020,1995,PG,120 min,"Drama, Crime","A drama, crime movie available on Netflix."
s178,Movie,Title 178,James Lewis,"Aamir Khan, Emma Stone, Millie Bobby Brown",South Korea,2-Dec-2023,2005,PG-13,172 min,"Sci-Fi, Adventure","A sci-fi, adventure movie available on Netflix."
s179,TV Show,Title 179,James Lewis,"Tom Holland, Aamir Khan, Millie Bobby Brown",Germany,20-Apr-2019,2009,R,6 Seasons,"Horror, Drama, Documentary","A horror, drama, documentary tv show available on Netflix."
s180,TV Show,Title 180,Emily Clark,"Emma Stone, Zendaya, Chris Evans",Canada,4-Jan-2015,1999,PG,7 Seasons,"Comedy, Drama","A comedy, drama tv show available on Netflix."
s181,Movie,Title 181,Michael Brown,"Zendaya, Chris Evans, Alia Bhatt",United Kingdom,17-Jan-2019,2013,R,155 min,"Adventure, Horror","A adventure, horror movie available on Netflix."
s182,TV Show,Title 182,Michael Brown,"Tom Holland, Alia Bhatt, Emma Stone, Millie Bobby Brown",Canada,10-Aug-2018,1991,TV-14,8 Seasons,Drama,A drama tv show available on Netflix.
s183,TV Show,Title 183,Emily Clark,"Tom Holland, Aamir Khan, Scarlett Johansson",India,5-Sep-2019,2005,R,3 Seasons,"Horror, Drama, Documentary","A horror, drama, documentary tv show available on Netflix."
s184,TV Show,Title 184,James Lewis,"Alia Bhatt, Zendaya",Mexico,25-Aug-2017,2000,TV-MA,6 Seasons,"Crime, Documentary","A crime, documentary tv show available on Netflix."
s185,Movie,Title 185,James Lewis,"Chris Evans, Robert De Niro, Scarlett Johansson, Alia Bhatt",United Kingdom,6-Oct-2020,1994,G,90 min,Comedy,A comedy movie available on Netflix.
s186,Movie,Title 186,Michael Brown,"Alia Bhatt, Millie Bobby Brown",Germany,27-May-2020,2015,PG,179 min,"Romance, Documentary","A romance, documentary movie available on Netflix."
s187,Movie,Title 187,Michael Brown,"Robert De Niro, Tom Holland",India,12-May-2019,1995,TV-PG,152 min,Drama,A drama movie available on Netflix.
s188,TV Show,Title 188,Ava Johnson,"Alia Bhatt, Ryan Reynolds, Scarlett Johansson",Mexico,13-Jun-2020,2022,TV-MA,5 Seasons,Comedy,A comedy tv show available on Netflix.
s189,TV Show,Title 189,Michael Brown,"Scarlett Johansson, Robert De Niro, Ryan Reynolds",Spain,15-Feb-2023,2020,TV-PG,8 Seasons,"Comedy, Action, Sci-Fi","A comedy, action, sci-fi tv show available on Netflix."
s190,Movie,Title 190,Emily Clark,"Emma Stone, Tom Holland, Chris Evans",Mexico,1-Jul-2021,1991,TV-PG,169 min,"Thriller, Action, Romance","A thriller, action, romance movie available on Netflix."
s191,TV Show,Title 191,David Wilson,"Chris Evans, Ryan Reynolds, Scarlett Johansson",Spain,22-Nov-2019,2003,G,7 Seasons,Action,A action tv show available on Netflix.
s192,TV Show,Title 192,James Lewis,"Emma Stone, Alia Bhatt, Millie Bobby Brown, Robert De Niro",Mexico,2-Jun-2016,2003,G,5 Seasons,"Romance, Documentary","A romance, documentary tv show available on Netflix."
s193,TV Show,Title 193,Emily Clark,"Scarlett Johansson, Zendaya, Emma Stone",Japan,7-Dec-2019,2004,TV-MA,4 Seasons,Crime,A crime tv show available on Netflix.
s194,Movie,Title 194,Sara Davis,"Emma Stone, Ryan Reynolds",South Korea,23-Jun-2017,2019,PG,132 min,"Romance, Thriller","A romance, thriller movie available on Netflix."
s195,TV Show,Title 195,Ava Johnson,"Ryan Reynolds, Alia Bhatt",India,17-May-2019,2002,PG-13,1 Seasons,"Comedy, Drama, Romance","A comedy, drama, romance tv show available on Netflix."
s196,TV Show,Title 196,Emily Clark,"Aamir Khan, Tom Holland, Robert De Niro",Japan,24-Mar-2021,2008,G,7 Seasons,Crime,A crime tv show available on Netflix.
s197,TV Show,Title 197,David Wilson,"Robert De Niro, Scarlett Johansson, Ryan Reynolds",United Kingdom,15-Oct-2021,2007,PG-13,4 Seasons,"Drama, Crime, Sci-Fi","A drama, crime, sci-fi tv show available on Netflix."
s198,Movie,Title 198,John Smith,"Zendaya, Aamir Khan",France,4-Jan-2023,2009,PG-13,75 min,"Horror, Adventure, Drama","A horror, adventure, drama movie available on Netflix."
s199,Movie,Title 199,Michael Brown,"Tom Holland, Robert De Niro, Ryan Reynolds",Canada,2-May-2018,2019,TV-PG,147 min,"Action, Comedy","A action, comedy movie available on Netflix."
s200,Movie,Title 200,Emily Clark,"Scarlett Johansson, Emma Stone, Zendaya, Ryan Reynolds",United States,10-May-2018,1999,PG-13,125 min,"Documentary, Crime","A documentary, crime movie available on Netflix."
s201,TV Show,Title 201,David Wilson,"Chris Evans, Emma Stone, Robert De Niro",United States,15-Aug-2019,2021,R,1 Seasons,"Sci-Fi, Crime","A sci-fi, crime tv show available on Netflix."
s202,TV Show,Title 202,Ava Johnson,"Alia Bhatt, Ryan Reynolds, Chris Evans, Emma Stone",Spain,2-May-2020,2023,TV-14,1 Seasons,"Comedy, Romance, Thriller","A comedy, romance, thriller tv show available on Netflix."
s203,TV Show,Title 203,Michael Brown,"Aamir Khan, Tom Holland",Japan,22-Sep-2017,2015,G,1 Seasons,"Adventure, Crime, Action","A adventure, crime, action tv show available on Netflix."
s204,TV Show,Title 204,Emily Clark,"Robert De Niro, Emma Stone",South Korea,28-Jan-2019,2019,G,8 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s205,TV Show,Title 205,Ava Johnson,"Chris Evans, Zendaya, Alia Bhatt",United Kingdom,12-Jan-2021,2010,TV-14,5 Seasons,Comedy,A comedy tv show available on Netflix.
s206,TV Show,Title 206,Rachel Adams,"Scarlett Johansson, Tom Holland",India,3-Jul-2017,2008,TV-PG,2 Seasons,"Horror, Adventure, Romance","A horror, adventure, romance tv show available on Netflix."
s207,TV Show,Title 207,John Smith,"Robert De Niro, Scarlett Johansson",Germany,22-Sep-2021,1990,TV-MA,7 Seasons,"Romance, Drama","A romance, drama tv show available on Netflix."
s208,Movie,Title 208,John Smith,"Ryan Reynolds, Aamir Khan",United States,25-Apr-2023,2024,TV-MA,175 min,Drama,A drama movie available on Netflix.
s209,Movie,Title 209,Michael Brown,"Chris Evans, Robert De Niro",Germany,11-Dec-2018,2023,TV-MA,71 min,"Adventure, Sci-Fi","A adventure, sci-fi movie available on Netflix."
s210,TV Show,Title 210,Sara Davis,"Scarlett Johansson, Aamir Khan, Millie Bobby Brown",South Korea,1-Oct-2016,1995,G,3 Seasons,"Thriller, Action, Romance","A thriller, action, romance tv show available on Netflix."
s211,TV Show,Title 211,Sara Davis,"Zendaya, Emma Stone, Tom Holland",Spain,3-Jul-2017,1991,PG,5 Seasons,"Thriller, Adventure","A thriller, adventure tv show available on Netflix."
s212,Movie,Title 212,David Wilson,"Millie Bobby Brown, Ryan Reynolds, Chris Evans",Mexico,6-Jan-2021,2000,PG-13,149 min,"Action, Adventure","A action, adventure movie available on Netflix."
s213,Movie,Title 213,Ava Johnson,"Alia Bhatt, Tom Holland, Aamir Khan, Zendaya",France,16-Dec-2019,1998,TV-PG,86 min,Sci-Fi,A sci-fi movie available on Netflix.
s214,TV Show,Title 214,James Lewis,"Scarlett Johansson, Tom Holland",Spain,26-Nov-2021,2023,PG,3 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s215,Movie,Title 215,Ava Johnson,"Tom Holland, Aamir Khan",India,14-Apr-2023,2012,TV-MA,172 min,"Thriller, Drama","A thriller, drama movie available on Netflix."
s216,Movie,Title 216,Emily Clark,"Zendaya, Ryan Reynolds, Emma Stone",Japan,25-Nov-2021,2017,G,104 min,"Comedy, Thriller","A comedy, thriller movie available on Netflix."
s217,Movie,Title 217,James Lewis,"Ryan Reynolds, Aamir Khan",Spain,4-Dec-2018,1996,TV-PG,69 min,Sci-Fi,A sci-fi movie available on Netflix.
s218,TV Show,Title 218,David Wilson,"Zendaya, Robert De Niro",Spain,22-Jul-2022,1992,PG-13,1 Seasons,"Comedy, Drama","A comedy, drama tv show available on Netflix."
s219,Movie,Title 219,James Lewis,"Aamir Khan, Alia Bhatt, Ryan Reynolds, Scarlett Johansson",United Kingdom,4-Apr-2017,1996,R,74 min,"Sci-Fi, Action, Adventure","A sci-fi, action, adventure movie available on Netflix."
s220,Movie,Title 220,James Lewis,"Emma Stone, Scarlett Johansson, Chris Evans",Germany,8-Dec-2024,2021,TV-PG,121 min,"Drama, Thriller, Crime","A drama, thriller, crime movie available on Netflix."
s221,Movie,Title 221,John Smith,"Tom Holland, Ryan Reynolds, Emma Stone",India,13-Mar-2019,2013,G,174 min,"Romance, Horror, Adventure","A romance, horror, adventure movie available on Netflix."
s222,TV Show,Title 222,David Wilson,"Aamir Khan, Tom Holland",Canada,9-Dec-2024,2000,PG-13,8 Seasons,"Sci-Fi, Action, Adventure","A sci-fi, action, adventure tv show available on Netflix."
s223,Movie,Title 223,Rachel Adams,"Emma Stone, Robert De Niro, Scarlett Johansson, Aamir Khan",United Kingdom,3-Sep-2015,1992,R,90 min,Action,A action movie available on Netflix.
s224,Movie,Title 224,Sara Davis,"Chris Evans, Zendaya",United States,26-Sep-2015,2004,TV-14,134 min,"Horror, Comedy, Sci-Fi","A horror, comedy, sci-fi movie available on Netflix."
s225,Movie,Title 225,Emily Clark,"Robert De Niro, Aamir Khan",Mexico,4-Jun-2018,2011,PG-13,132 min,"Horror, Drama","A horror, drama movie available on Netflix."
s226,Movie,Title 226,John Smith,"Aamir Khan, Millie Bobby Brown, Chris Evans",United Kingdom,28-Feb-2018,2023,TV-PG,133 min,Romance,A romance movie available on Netflix.
s227,Movie,Title 227,Sara Davis,"Tom Holland, Ryan Reynolds",Spain,10-Aug-2018,2024,G,135 min,"Romance, Action, Crime","A romance, action, crime movie available on Netflix."
s228,TV Show,Title 228,John Smith,"Emma Stone, Ryan Reynolds, Aamir Khan",Mexico,10-Aug-2023,2008,TV-14,1 Seasons,Comedy,A comedy tv show available on Netflix.
s229,Movie,Title 229,Ava Johnson,"Alia Bhatt, Zendaya, Tom Holland, Aamir Khan",South Korea,18-Oct-2022,2016,G,72 min,Crime,A crime movie available on Netflix.
s230,TV Show,Title 230,Michael Brown,"Ryan Reynolds, Aamir Khan, Tom Holland, Zendaya",Japan,21-Jan-2019,2010,TV-MA,6 Seasons,"Crime, Adventure, Thriller","A crime, adventure, thriller tv show available on Netflix."
s231,TV Show,Title 231,James Lewis,"Aamir Khan, Chris Evans, Scarlett Johansson, Alia Bhatt",Canada,3-Nov-2024,2002,PG-13,8 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s232,Movie,Title 232,James Lewis,"Zendaya, Scarlett Johansson, Robert De Niro",France,28-Apr-2015,2012,TV-MA,169 min,"Crime, Romance, Sci-Fi","A crime, romance, sci-fi movie available on Netflix."
s233,TV Show,Title 233,Rachel Adams,"Millie Bobby Brown, Chris Evans, Robert De Niro",Japan,14-Nov-2017,2013,PG,4 Seasons,"Comedy, Documentary","A comedy, documentary tv show available on Netflix."
s234,Movie,Title 234,Emily Clark,"Ryan Reynolds, Tom Holland, Chris Evans",Canada,5-May-2018,2007,TV-MA,119 min,"Adventure, Thriller, Crime","A adventure, thriller, crime movie available on Netflix."
s235,Movie,Title 235,John Smith,"Ryan Reynolds, Chris Evans",Spain,23-Jan-2015,2014,PG,129 min,"Drama, Sci-Fi, Action","A drama, sci-fi, action movie available on Netflix."
s236,TV Show,Title 236,Ava Johnson,"Chris Evans, Zendaya, Ryan Reynolds, Millie Bobby Brown",India,17-May-2023,1996,TV-14,2 Seasons,"Action, Comedy","A action, comedy tv show available on Netflix."
s237,Movie,Title 237,Sara Davis,"Aamir Khan, Robert De Niro, Zendaya",France,15-Jun-2015,1998,TV-PG,114 min,"Romance, Comedy, Sci-Fi","A romance, comedy, sci-fi movie available on Netflix."
s238,TV Show,Title 238,Ava Johnson,"Emma Stone, Tom Holland",Germany,27-Mar-2016,2003,PG,7 Seasons,"Romance, Crime","A romance, crime tv show available on Netflix."
s239,Movie,Title 239,Rachel Adams,"Aamir Khan, Chris Evans",India,26-Feb-2021,2011,TV-PG,122 min,"Adventure, Romance, Drama","A adventure, romance, drama movie available on Netflix."
s240,Movie,Title 240,Ava Johnson,"Chris Evans, Tom Holland, Ryan Reynolds, Emma Stone",India,8-Apr-2017,2000,TV-MA,148 min,"Action, Romance, Horror","A action, romance, horror movie available on Netflix."
s241,TV Show,Title 241,Rachel Adams,"Ryan Reynolds, Millie Bobby Brown, Tom Holland",South Korea,26-Sep-2019,1993,TV-PG,5 Seasons,"Drama, Thriller, Crime","A drama, thriller, crime tv show available on Netflix."
s242,TV Show,Title 242,David Wilson,"Chris Evans, Alia Bhatt, Millie Bobby Brown",Canada,13-Jan-2018,1996,PG-13,8 Seasons,"Adventure, Documentary","A adventure, documentary tv show available on Netflix."
s243,TV Show,Title 243,James Lewis,"Emma Stone, Zendaya",Spain,27-Dec-2018,2008,G,4 Seasons,"Drama, Thriller","A drama, thriller tv show available on Netflix."
s244,Movie,Title 244,Sara Davis,"Aamir Khan, Ryan Reynolds, Alia Bhatt, Emma Stone",France,18-Jun-2016,2020,G,147 min,"Adventure, Sci-Fi","A adventure, sci-fi movie available on Netflix."
s245,Movie,Title 245,Rachel Adams,"Chris Evans, Alia Bhatt",France,18-Nov-2022,2017,G,70 min,"Crime, Drama, Thriller","A crime, drama, thriller movie available on Netflix."
